ID,SKU,Type,Product Title,Description,Main Category,Sub-Category,Sub-Category,  Price  ,Unit,Images,Visibility in Catalog
H05,F2019,simple,Ricotta Cheese,Ricotta Cheese,Fromagerie,Cheeses,Fromagerie>Cheeses,$17.00,kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2019.jpg,visible
H05,F2018,simple,Cream Cheese 10 x 3 lb (James Farm),Cream Cheese 10 x 3 lb (James Farm),Fromagerie,Cheeses,Fromagerie>Cheeses,$290.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2018.jpg,visible
H05,F2014,simple,Goat Cheese,Goat Cheese,Fromagerie,Cheeses,Fromagerie>Cheeses,$44.00,kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2014.jpg,visible
H05,F2012,simple,Port Salute Cheese (Wheels),Port Salute Cheese (Wheels),Fromagerie,Cheeses,Fromagerie>Cheeses,$65.00,kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2012.jpg,visible
H05,F2011,simple,Camembert Cheese 12 x 4.5 oz,Camembert Cheese 12 x 4.5 oz,Fromagerie,Cheeses,Fromagerie>Cheeses,$120.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2011.jpg,visible
H05,F2010,simple,Brie Cheese 12 x 4.5 oz,Brie Cheese 12 x 4.5 oz,Fromagerie,Cheeses,Fromagerie>Cheeses,$110.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2010.jpg,visible
F35,F201,simple,Ducks,Ducks,Freezer,Poultry,Freezer>Poultry,$33.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F201.webp,visible
H05,F2009,simple,Provolone Cheese,Provolone Cheese,Fromagerie,Cheeses,Fromagerie>Cheeses,$22.50,kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2009.jpg,visible
H05,F2008,simple,Parmesan Cheese (Wheels),Parmesan Cheese (Wheels),Fromagerie,Cheeses,Fromagerie>Cheeses,$39.00,kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2008.jpg,visible
H05,F2006,simple,Gouda Cheese (Smoke),Gouda Cheese (Smoke),Fromagerie,Cheeses,Fromagerie>Cheeses,$31.00,kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2006.jpg,visible
H05,F2005,simple,Mascarpone Cheese  6 x 1 lb,Mascarpone Cheese  6 x 1 lb,Fromagerie,Cheeses,Fromagerie>Cheeses,$95.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2005.jpg,visible
H05,F2004,simple,Blue Cheese (Wheels),Blue Cheese (Wheels),Fromagerie,Cheeses,Fromagerie>Cheeses,$32.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2004.jpg,visible
H05,F2003,simple,Blue Cheese (Crumbles),Blue Cheese (Crumbles),Fromagerie,Cheeses,Fromagerie>Cheeses,$30.00,kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2003.jpg,visible
H05,F2002,simple,Colby Cheese,Colby Cheese,Fromagerie,Cheeses,Fromagerie>Cheeses,$25.00,kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2002.jpg,visible
H05,F2001,simple,Cream Cheese 100 x 1 oz,Cream Cheese 100 x 1 oz,Fromagerie,Cheeses,Fromagerie>Cheeses,$110.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F2001.jpg,visible
F30,F199,simple,N. Z. Lamb Shanks,N. Z. Lamb Shanks,Freezer,New Zealand Meats,Freezer>New Zealand Meats,$27.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F199.jpg,visible
F30,F198,simple,N.Z.Lamb Loins B`Less,N.Z.Lamb Loins B`Less,Freezer,New Zealand Meats,Freezer>New Zealand Meats,$69.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F198.jpg,visible
F46,F1966,simple,"""DeBragga"" Beef Chuck Flap Steak CAB 10 oz","""DeBragga"" Beef Chuck Flap Steak CAB 10 oz",Freezer,DeBragga and Spitler,Freezer>DeBragga and Spitler,$75.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1966.jpg,visible
F46,F1955,simple,"""DeBragga""Strip Steak CAB C.C.12 oz","""DeBragga""Strip Steak CAB C.C.12 oz",Freezer,DeBragga and Spitler,Freezer>DeBragga and Spitler,$110.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1955.jpg,visible
F30,F191,simple,N.Z. Lamb Livers,N.Z. Lamb Livers,Freezer,New Zealand Meats,Freezer>New Zealand Meats,$6.90,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F191.webp,visible
F30,F1901,simple,N.Z. Lamb HindShank,N.Z. Lamb HindShank,Freezer,New Zealand Meats,Freezer>New Zealand Meats,$32.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1901.jpg,visible
F30,F190,simple,N.Z. Frenched Lamb Racks,N.Z. Frenched Lamb Racks,Freezer,New Zealand Meats,Freezer>New Zealand Meats,$85.00,kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F190.jpg,visible
F30,F189,simple,N.Z. B'less Lamb Leg BRN C/OFF/S/OFF,N.Z. B'less Lamb Leg BRN C/OFF/S/OFF,Freezer,New Zealand Meats,Freezer>New Zealand Meats,$37.00,kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F189.jpg,visible
F30,F188,simple,N.Z. Lamb Tenderloins,N.Z. Lamb Tenderloins,Freezer,New Zealand Meats,Freezer>New Zealand Meats,$59.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F188.jpg,visible
F30,F186,simple,N.Z. Bone in Lamb Legs,N.Z. Bone in Lamb Legs,Freezer,New Zealand Meats,Freezer>New Zealand Meats,$27.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F186.jpg,visible
F70,F1829,simple,Hog Casings,Hog Casings,Freezer,Imported Pork Products,Freezer>Imported Pork Products,$115.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1829.jpg,visible
F70,F1825,simple,Pork Bellies,Pork Bellies,Freezer,Imported Pork Products,Freezer>Imported Pork Products,$27.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1825.jpg,visible
F25,F182,simple,Lamb Denver Ribs,Lamb Denver Ribs,Freezer,U.S.A Lamb,Freezer>U.S.A Lamb,$49.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F182.jpg,visible
F30,F1801,simple,Aus. Boneless Lamb Legs,Aus. Boneless Lamb Legs,Freezer,New Zealand Meats,Freezer>New Zealand Meats,$49.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1801.jpg,visible
F25,F1791,simple,Kosher Lamb Rack,Kosher Lamb Rack,Freezer,U.S.A Lamb,Freezer>U.S.A Lamb,$140.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1791.jpg,visible
F25,F1787,simple,Lamb Loin Bnls 1 x 1,Lamb Loin Bnls 1 x 1,Freezer,U.S.A Lamb,Freezer>U.S.A Lamb,$130.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1787.jpg,visible
F25,F1786,simple,Lamb Loin Chop Port\house 6 oz,Lamb Loin Chop Port\house 6 oz,Freezer,U.S.A Lamb,Freezer>U.S.A Lamb,$77.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1786.jpg,visible
F25,F1775,simple,BRT Lamb Shoulders,BRT Lamb Shoulders,Freezer,U.S.A Lamb,Freezer>U.S.A Lamb,$67.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1775.jpg,visible
F25,F174,simple,French Lamb Racks (Cap On),French Lamb Racks (Cap On),Freezer,U.S.A Lamb,Freezer>U.S.A Lamb,$179.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F174.webp,visible
F25,F171,simple,B.R.T. Lamb Leg (Boneless),B.R.T. Lamb Leg (Boneless),Freezer,U.S.A Lamb,Freezer>U.S.A Lamb,$65.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F171.jpg,visible
F25,F170,simple,O.P. Lamb Leg (Bone In),O.P. Lamb Leg (Bone In),Freezer,U.S.A Lamb,Freezer>U.S.A Lamb,$42.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F170.jpg,visible
F20,F167,simple,Veal Striploin,Veal Striploin,Freezer,Veal,Freezer>Veal,$95.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F167.jpg,visible
F20,F1665,simple,Veal B'in Tomahawk Rack (6 Rib),Veal B'in Tomahawk Rack (6 Rib),Freezer,Veal,Freezer>Veal,$165.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1665.jpg,visible
F20,F1663,simple,Veal Shoulder Roast,Veal Shoulder Roast,Freezer,Veal,Freezer>Veal,$72.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1663.jpg,visible
F20,F166,simple,Veal Bones (Cut),Veal Bones (Cut),Freezer,Veal,Freezer>Veal,$36.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F166.jpg,visible
F15,F1659,simple,Beef Rib eye 8 oz (Delmon. Spec.),Beef Rib eye 8 oz (Delmon. Spec.),Freezer,Steaks,Freezer>Steaks,$99.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1659.jpg,visible
F15,F1655,simple,Veal Rib Chops (Lollipop) 12 oz,Veal Rib Chops (Lollipop) 12 oz,Freezer,Steaks,Freezer>Steaks,$240.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1655.jpg,visible
F15,F1653,simple,Veal Rib Chop 10 oz (lollipop butterfly),Veal Rib Chop 10 oz (lollipop butterfly),Freezer,Steaks,Freezer>Steaks,$240.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1653.jpg,visible
F15,F1651,simple,Prime Rib Eye 8 oz,Prime Rib Eye 8 oz,Freezer,Steaks,Freezer>Steaks,$99.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1651.jpg,visible
F20,F165,simple,Veal\Calf Liver Slice,Veal\Calf Liver Slice,Freezer,Veal,Freezer>Veal,$55.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F165.jpg,visible
F05,F1644,simple,CHOICE Beef Short Rib B'n 12 oz,CHOICE Beef Short Rib B'n 12 oz,Freezer,Beef - Other,Freezer>Beef - Other,$158.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1644.jpg,visible
F20,F164,simple,Veal Sweetbread,Veal Sweetbread,Freezer,Veal,Freezer>Veal,$69.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F164.jpg,visible
F05,F1628,simple,Veal Shanks Whole,Veal Shanks Whole,Freezer,Beef - Other,Freezer>Beef - Other,$52.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1628.jpg,visible
F20,F1627,simple,Veal Hindshank Osso Bocco C.C. 10/3 IN,Veal Hindshank Osso Bocco C.C. 10/3 IN,Freezer,Veal,Freezer>Veal,$125.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1627.jpg,visible
F20,F1626,simple,Veal\Calf Liver Whole,Veal\Calf Liver Whole,Freezer,Veal,Freezer>Veal,$45.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1626.jpg,visible
F20,F162,simple,Veal Racks,Veal Racks,Freezer,Veal,Freezer>Veal,$160.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F162.jpg,visible
F20,F161,simple,Veal Cutlets 4 oz.,Veal Cutlets 4 oz.,Freezer,Veal,Freezer>Veal,$75.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F161.jpg,visible
F15,F1601,simple,Choice Strip Steaks E.C. 12 oz,Choice Strip Steaks E.C. 12 oz,Freezer,Steaks,Freezer>Steaks,$53.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1601.jpg,visible
F20,F160,simple,Veal Legs,Veal Legs,Freezer,Veal,Freezer>Veal,$59.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F160.jpg,visible
V05,F1541,simple,Cherries Bing,Cherries Bing,Garden,Fruits,Garden>Fruits, $-   ,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1541.jpg,visible
F65,F1440,simple,Frozen Cranberries,Frozen Cranberries,Freezer,Frozen/ Chilled Fruit and Vegetables,Freezer>Frozen/ Chilled Fruit and Vegetables,$26.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1440.jpg,visible
F65,F1439,simple,Mixed Berries Frozen,Mixed Berries Frozen,Freezer,Frozen/ Chilled Fruit and Vegetables,Freezer>Frozen/ Chilled Fruit and Vegetables,$39.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1439.jpg,visible
F65,F1345,simple,Strawberries (frozen) 30 lb,Strawberries (frozen) 30 lb,Freezer,Frozen/ Chilled Fruit and Vegetables,Freezer>Frozen/ Chilled Fruit and Vegetables,$22.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1345.jpg,visible
F65,F1344,simple,Frozen Spinach 12 x 2 lb,Frozen Spinach 12 x 2 lb,Freezer,Frozen/ Chilled Fruit and Vegetables,Freezer>Frozen/ Chilled Fruit and Vegetables,$399.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1344.jpg,visible
F35,F134,simple,Foie Gras Grade B,Foie Gras Grade B,Freezer,Poultry,Freezer>Poultry,$295.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F134.jpg,visible
F65,F1332,simple,Frozen Spinach  12 x 3 lb,Frozen Spinach  12 x 3 lb,Freezer,Frozen/ Chilled Fruit and Vegetables,Freezer>Frozen/ Chilled Fruit and Vegetables,$240.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1332.jpg,visible
VO5,F1328,simple,Limes 175 ct,Limes 175 ct,Garden,Fruits,Garden>Fruits,$167.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1328.jpg,visible
F65,F1324,simple,Blueberries (Frozen),Blueberries (Frozen),Freezer,Frozen/ Chilled Fruit and Vegetables,Freezer>Frozen/ Chilled Fruit and Vegetables,$39.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1324.jpg,visible
F15,F132,simple,CHOICE E.C.Strip Steak 10 oz.,CHOICE E.C.Strip Steak 10 oz.,Freezer,Steaks,Freezer>Steaks,$59.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F132.jpg,visible
F15,F131,simple,CHOICE E.C. Strip Steak 8 oz.,CHOICE E.C. Strip Steak 8 oz.,Freezer,Steaks,Freezer>Steaks,$59.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F131.jpg,visible
F15,F130,simple,CHOICE E.C. Strip Steak 6 oz.,CHOICE E.C. Strip Steak 6 oz.,Freezer,Steaks,Freezer>Steaks,$53.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F130.jpg,visible
F65,F1289,simple,Raspberries (Frozen),Raspberries (Frozen),Freezer,Frozen/ Chilled Fruit and Vegetables,Freezer>Frozen/ Chilled Fruit and Vegetables,$59.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1289.jpg,visible
F65,F1288,simple,Strawberries (Frozen),Strawberries (Frozen),Freezer,Frozen/ Chilled Fruit and Vegetables,Freezer>Frozen/ Chilled Fruit and Vegetables,$29.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1288.jpg,visible
F65,F1287,simple,Tropical Blend (Frozen)  2\5 lb,Tropical Blend (Frozen)  2\5 lb,Freezer,Frozen/ Chilled Fruit and Vegetables,Freezer>Frozen/ Chilled Fruit and Vegetables,$14.99,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1287.jpg,visible
F35,F128,simple,Foie Gras (Fresh) Grade A,Foie Gras (Fresh) Grade A,Freezer,Poultry,Freezer>Poultry,$350.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F128.jpg,visible
F10,F126,simple,Parma Ham,Parma Ham,Freezer,Meats - Other,Freezer>Meats - Other,$76.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F126.jpg,visible
V05,F1252,simple,Bosc Pears 120 ct,Bosc Pears 120 ct,Garden,Fruits,Garden>Fruits,$129.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1252.jpg,visible
F10,F124,simple,Pastrami,Pastrami,Freezer,Meats - Other,Freezer>Meats - Other,$49.70,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F124.jpg,visible
F10,F123,simple,Genoa Salami,Genoa Salami,Freezer,Meats - Other,Freezer>Meats - Other,$59.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F123.jpg,visible
V05,F1212,simple,Pink Grapefruits 36 ct,Pink Grapefruits 36 ct,Garden,Fruits,Garden>Fruits,$93.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1212.jpg,visible
F10,F120,simple,Proscuitto Ham (B'less),Proscuitto Ham (B'less),Freezer,Meats - Other,Freezer>Meats - Other,$69.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F120.jpg,visible
F15,F1185,simple,Choice Porterhouse 20 oz,Choice Porterhouse 20 oz,Freezer,Steaks,Freezer>Steaks,$130.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1185.jpg,visible
F05,F1176,simple,Beef Filet Metro SS 1855 AN  8 oz,Beef Filet Metro SS 1855 AN  8 oz,Freezer,Beef - Other,Freezer>Beef - Other,$169.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1176.jpg,visible
F10,F1141,simple,Fermin Coppa Serrano,Fermin Coppa Serrano,Freezer,Meats - Other,Freezer>Meats - Other,$99.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1141.jpg,visible
F05,F114,simple,Beef Bones (Cut),Beef Bones (Cut),Freezer,Beef - Other,Freezer>Beef - Other,$35.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F114.jpg,visible
F10,F1139,simple,Chorizo Spanish Dry,Chorizo Spanish Dry,Freezer,Meats - Other,Freezer>Meats - Other,$89.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1139.jpg,visible
F10,F1136,simple,Coppa Hot,Coppa Hot,Freezer,Meats - Other,Freezer>Meats - Other,$65.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1136.jpg,visible
F05,F113,simple,Beef Tongues,Beef Tongues,Freezer,Beef - Other,Freezer>Beef - Other,$39.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F113.jpg,visible
F10,F1127,simple,Bresoala,Bresoala,Freezer,Meats - Other,Freezer>Meats - Other,$325.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1127.jpg,visible
F10,F1126,simple,Hard Salami,Hard Salami,Freezer,Meats - Other,Freezer>Meats - Other,$57.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1126.jpg,visible
F10,F1122,simple,Large Sopressata,Large Sopressata,Freezer,Meats - Other,Freezer>Meats - Other,$77.00,kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1122.png,visible
F10,F1116,simple,Sliced Pepperoni,Sliced Pepperoni,Freezer,Meats - Other,Freezer>Meats - Other,$75.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1116.png,visible
F05,F109,simple,Flank Steak,Flank Steak,Freezer,Beef - Other,Freezer>Beef - Other,$49.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F109.jpg,visible
F05,F106,simple,CHOICE 189A Tenderloin,CHOICE 189A Tenderloin,Freezer,Beef - Other,Freezer>Beef - Other,$128.00,Kgs.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F106.jpg,visible
F05,F1053,simple,Beef Gyro Cone Medium,Beef Gyro Cone Medium,Freezer,Beef - Other,Freezer>Beef - Other,$39.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1053.jpg,visible
F05,F1052,simple,Black Angus B`less Rib Eye,Black Angus B`less Rib Eye,Freezer,Beef - Other,Freezer>Beef - Other,$89.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1052.jpg,visible
F05,F1046,simple,Halal Choice 0 x1 Beef Striploin,Halal Choice 0 x1 Beef Striploin,Freezer,Beef - Other,Freezer>Beef - Other,$68.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1046.jpg,visible
F05,F1045,simple,Wagyu-X Platinum C/C Striploin 9 oz,Wagyu-X Platinum C/C Striploin 9 oz,Freezer,Beef - Other,Freezer>Beef - Other,$595.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1045.jpg,visible
F05,F1044,simple,Wagyu-X Platinum DelmonicoRibeye 10 oz (Jackman Ranch),Wagyu-X Platinum DelmonicoRibeye 10 oz (Jackman Ranch),Freezer,Beef - Other,Freezer>Beef - Other,$335.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1044.jpg,visible
F05,F1042,simple,Wagyu-X Platinum 0 x1  Striploin,Wagyu-X Platinum 0 x1  Striploin,Freezer,Beef - Other,Freezer>Beef - Other,$315.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1042.jpg,visible
F05,F1041,simple,WAGYU Top Butt Heart,WAGYU Top Butt Heart,Freezer,Beef - Other,Freezer>Beef - Other,$69.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1041.jpg,visible
F05,F1036,simple,Beef Slider Brisket,Beef Slider Brisket,Freezer,Beef - Other,Freezer>Beef - Other,$31.00,KGS,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1036.jpg,visible
F05,F1034,simple,WAGYU Beef Tenderloin,WAGYU Beef Tenderloin,Freezer,Beef - Other,Freezer>Beef - Other,$435.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1034.jpg,visible
F05,F1032,simple,WAGYU B`less Rib,WAGYU B`less Rib,Freezer,Beef - Other,Freezer>Beef - Other,$185.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1032.jpg,visible
F05,F1029,simple,Halal Ribeye B`less,Halal Ribeye B`less,Freezer,Beef - Other,Freezer>Beef - Other,$65.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1029.jpg,visible
F05,F1028,simple,Halal Tenderloin,Halal Tenderloin,Freezer,Beef - Other,Freezer>Beef - Other,$120.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1028.jpg,visible
F05,F1021,simple,CHOICE Bott.S. Butt Flap Meat,CHOICE Bott.S. Butt Flap Meat,Freezer,Beef - Other,Freezer>Beef - Other,$42.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1021.jpg,visible
F05,F1019,simple,WAGYU Beef Striploin,WAGYU Beef Striploin,Freezer,Beef - Other,Freezer>Beef - Other,$275.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1019.png,visible
F05,F1018,simple,WAGYU Beef N.Y. Strip C.C 8 oz,WAGYU Beef N.Y. Strip C.C 8 oz,Freezer,Beef - Other,Freezer>Beef - Other,$390.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1018.jpg,visible
F05,F1015,simple,Prime B`less Rib Eye,Prime B`less Rib Eye,Freezer,Beef - Other,Freezer>Beef - Other,$69.90,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1015.jpg,visible
F05,F1012,simple,Prime 189 A Tend.,Prime 189 A Tend.,Freezer,Beef - Other,Freezer>Beef - Other,$130.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1012.jpg,visible
F10,F1002,simple,Venison French Rack,Venison French Rack,Freezer,Meats - Other,Freezer>Meats - Other,$195.00,Kgs,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/F1002.jpg,visible
C94,C989,simple,Diced Blanched Almonds 7 lb,Diced Blanched Almonds 7 lb,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$199.00,Pail,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C989.jpg,visible
C94,C986,simple,Dobla Happy Birthday Dark Logo 4 x 140 ct,Dobla Happy Birthday Dark Logo 4 x 140 ct,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$430.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C986.jpg,visible
C94,C950,simple,Tapioca Ultratex 8 1 lb,Tapioca Ultratex 8 1 lb,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$85.00,Tub,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C950.jpg,visible
C95,C942,simple,Patis Macaroon 5 kg,Patis Macaroon 5 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$230.00,Box,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C942.jpg,visible
C95,C940,simple,Ravifruit Pina Colada Puree 5 x 1 kg,Ravifruit Pina Colada Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$425.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C940.jpg,visible
C94,C932,simple,Cacao Barry White Satin Pistoles 4 x 5 kg,Cacao Barry White Satin Pistoles 4 x 5 kg,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$990.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C932.jpg,visible
C94,C929,simple,Callebaut Milk Block Chocolate 5 x 5 kg,Callebaut Milk Block Chocolate 5 x 5 kg,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$990.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C929.jpg,visible
C94,C928,simple,Callebaut Semi Sweet Choc. 5 x 5 kg (811NV),Callebaut Semi Sweet Choc. 5 x 5 kg (811NV),Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$930.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C928.jpg,visible
