ID,SKU,Type,Product Title,Description,Main Category,Sub-Category,Sub-Category,  Price  ,Unit,Images,Visibility in Catalog
C95,C927,simple,Callebaut White Block Chocolate 5 x 5 kg,Callebaut White Block Chocolate 5 x 5 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,"$1,300.00",Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C927.jpg,visible
C95,C925,simple,Ravifruit Coconut Puree 5 x 1 kg,Ravifruit Coconut Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$520.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C925.jpg,visible
C95,C924,simple,Ravifruit Blood Orange Puree 5 x 1 kg,Ravifruit Blood Orange Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$495.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C924.jpg,visible
C95,C923,simple,RaviFruit Blackberry Puree 5 x 1 kg,RaviFruit Blackberry Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$550.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C923.jpg,visible
C95,C921,simple,Pear Puree 5 x 1 ltr,Pear Puree 5 x 1 ltr,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$295.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C921.jpg,visible
C95,C920,simple,Melon Puree 5 x 1 ltr,Melon Puree 5 x 1 ltr,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$357.50,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C920.jpg,visible
C95,C918,simple,Ravifruit Lime Puree 5 x 1 kg,Ravifruit Lime Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$699.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C918.jpg,visible
C94,C914,simple,Asst. Petit Four Cup 200 ct,Asst. Petit Four Cup 200 ct,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$159.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C914.jpg,visible
C94,C912,simple,Tuxedo Tulip Cup 36 ct,Tuxedo Tulip Cup 36 ct,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$295.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C912.jpg,visible
C95,C909,simple,Asst. Petit Four Cups 168 ct.,Asst. Petit Four Cups 168 ct.,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$205.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C909.jpg,visible
C95,C908,simple,Ravifruit White Peach Puree 5 x 1 kg,Ravifruit White Peach Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$345.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C908.jpg,visible
C94,C907,simple,Pectin for Glazes 1 kg,Pectin for Glazes 1 kg,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$189.00,Tub,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C907.jpg,visible
B05,C902,simple,Crafty Radler cans 24 x 473 ml,Crafty Radler cans 24 x 473 ml,Pantry,Bar Products,Pantry>Bar Products,$120.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C902.jpg,visible
C94,C901,simple,Cocoa Butter Mycro Powder 8 x 550 gr,Cocoa Butter Mycro Powder 8 x 550 gr,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$472.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C901.jpg,visible
B05,C897,simple,Superb Blend Simple Syrup gal,Superb Blend Simple Syrup gal,Pantry,Bar Products,Pantry>Bar Products,$20.50,Gal,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C897.jpg,visible
C95,C846,simple,Ravifruit Apricot Puree 5 x 1 kg,Ravifruit Apricot Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$385.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C846.jpg,visible
C45,C842,simple,Orange Marmalade 72 x 1 oz,Orange Marmalade 72 x 1 oz,Pantry,"Jams, Jellies, Syrups & Mixes","Pantry>Jams, Jellies, Syrups & Mixes",$199.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C842.jpg,visible
C45,C841,simple,Strawberry Preserves 72 x 1 oz,Strawberry Preserves 72 x 1 oz,Pantry,"Jams, Jellies, Syrups & Mixes","Pantry>Jams, Jellies, Syrups & Mixes",$225.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C841.jpg,visible
C45,C840,simple,Karo Light Corn Syrup 4 x 1 gal,Karo Light Corn Syrup 4 x 1 gal,Pantry,"Jams, Jellies, Syrups & Mixes","Pantry>Jams, Jellies, Syrups & Mixes",$245.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C840.jpg,visible
B05,C833,simple,Grenadine Syrup 12 x 1 ltr,Grenadine Syrup 12 x 1 ltr,Pantry,Bar Products,Pantry>Bar Products,$185.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C833.jpg,visible
C45,C831,simple,Smucker's Orange Marmalade 6 x 48 oz,Smucker's Orange Marmalade 6 x 48 oz,Pantry,"Jams, Jellies, Syrups & Mixes","Pantry>Jams, Jellies, Syrups & Mixes",$215.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C831.jpg,visible
C45,C825,simple,Pure Honey (Jars) 72 x 1.75 oz.,Pure Honey (Jars) 72 x 1.75 oz.,Pantry,"Jams, Jellies, Syrups & Mixes","Pantry>Jams, Jellies, Syrups & Mixes",$195.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C825.jpg,visible
B05,C820,simple,Coco Lopez Cream of Coconut Mix 24 x 15 oz,Coco Lopez Cream of Coconut Mix 24 x 15 oz,Pantry,Bar Products,Pantry>Bar Products,$210.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C820.jpg,visible
C94,C812,simple,Tapioca Ultratex 3 1 lb,Tapioca Ultratex 3 1 lb,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$77.00,Tub,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C812.jpg,visible
C95,C802,simple,Callebaut Bitter Choc. Button 2.5 kg,Callebaut Bitter Choc. Button 2.5 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$109.37,Box,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C802.jpg,visible
C95,C801,simple,Neutral Starfix 16kg,Neutral Starfix 16kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$265.00,Pail,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C801.jpg,visible
C95,C794,simple,Ravifruit Cherry Puree 5 x 1 kg,Ravifruit Cherry Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$565.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C794.jpg,visible
C95,C793,simple,RaviFruit Blueberry Puree 5 x 1 kg,RaviFruit Blueberry Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$660.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C793.jpg,visible
C95,C791,simple,Chocc.Truffle Shells 504.ct.(Dobla),Chocc.Truffle Shells 504.ct.(Dobla),Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$235.00,Box,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C791.jpg,visible
C95,C787,simple,Ravifruit Banana Puree 5 x 1 kg,Ravifruit Banana Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$469.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C787.webp,visible
C94,C785,simple,Callebaut Bitter Dark Chocolate 5 x 5 kg (7030),Callebaut Bitter Dark Chocolate 5 x 5 kg (7030),Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,"$1,100.00",Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C785.jpg,visible
C95,C757,simple,Sucraneige Icing Sugar 10 kg  6078,Sucraneige Icing Sugar 10 kg  6078,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$240.00,Each,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C757.jpg,visible
C95,C752,simple,Gold Leaves 25 ct.,Gold Leaves 25 ct.,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$230.00,Pkg,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C752.jpg,visible
C95,C739,simple,Ravifruit Black Currant Puree 5 x 1 kg,Ravifruit Black Currant Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$467.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C739.jpg,visible
C94,C725,simple,Raspberry Jam w/seeds 15.4 lbs,Raspberry Jam w/seeds 15.4 lbs,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$435.00,Each,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C725.jpg,visible
C94,C724,simple,Purple Vanilla Fondant 2 lb,Purple Vanilla Fondant 2 lb,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$42.00,Tub,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C724.jpg,visible
C95,C721,simple,Orange Blossom Water 1 ltr.,Orange Blossom Water 1 ltr.,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$48.00,Bot.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C721.jpg,visible
C95,C720,simple,Prova Bourbon Vanilla Beans  8 oz,Prova Bourbon Vanilla Beans  8 oz,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$615.00,Tube.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C720.jpg,visible
C94,C716,simple,Fine Blanched Almond Flour 25 lb.,Fine Blanched Almond Flour 25 lb.,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$480.00,Box,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C716.jpg,visible
C95,C703,simple, Semi Sweet Shavings  4 lb, Semi Sweet Shavings  4 lb,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$95.00,Box.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C703.jpg,visible
C94,C683,simple,Sucrainege (Sno) 22 lbs,Sucrainege (Sno) 22 lbs,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$265.00,Bag,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C683.jpg,visible
C95,C682,simple,Apricot Glaze 5 kg.,Apricot Glaze 5 kg.,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$115.00,Can.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C682.jpg,visible
C95,C680,simple,Gelstar Blond Glazing Gel. 16 kg. 4578,Gelstar Blond Glazing Gel. 16 kg. 4578,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$265.00,Pail.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C680.jpg,visible
C95,C675,simple, Vanilla Extract Pure 6 x 32 oz, Vanilla Extract Pure 6 x 32 oz,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$890.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C675.jpg,visible
C94,C673,simple,Whipped Cream Stabilizer-Powder 21 oz,Whipped Cream Stabilizer-Powder 21 oz,Pantry,Rader Foods- Pastry,Pantry>Rader Foods- Pastry,$55.00,Pail.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C673.jpg,visible
C95,C669,simple,White Truffle Shells 504 ct.(Dobla),White Truffle Shells 504 ct.(Dobla),Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$225.00,Box,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C669.jpg,visible
C95,C667,simple,Ravifruit Mango Puree 5 x 1 kg,Ravifruit Mango Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$410.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C667.jpg,visible
C95,C665,simple,Kiwi Fruit Puree 5 x 1 ltr,Kiwi Fruit Puree 5 x 1 ltr,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$425.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C665.webp,visible
C95,C664,simple,Ravifruit Guava Puree 5 x 1 kg,Ravifruit Guava Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$390.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C664.jpg,visible
C95,C663,simple,Ravifruit Passion Fruit Puree 5 x 1 kg,Ravifruit Passion Fruit Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$530.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C663.jpg,visible
C95,C662,simple,Ravifruit Strawberry Puree 5 x 1 kg,Ravifruit Strawberry Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$415.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C662.jpg,visible
C95,C661,simple,Ravifruit Raspberry Puree 5 x 1 kg,Ravifruit Raspberry Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$615.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C661.jpg,visible
C95,C660,simple,Ravifruit Pineapple Puree 5 x 1 kg,Ravifruit Pineapple Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$430.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C660.jpg,visible
C95,C659,simple,Ravifruit Lemon Puree 5 x 1 kg,Ravifruit Lemon Puree 5 x 1 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$410.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C659.jpg,visible
C95,C651,simple,Cacao Barry Hazelnut Praline 2 x 5 kg,Cacao Barry Hazelnut Praline 2 x 5 kg,Pantry,Patis France- Pastry Products,Pantry>Patis France- Pastry Products,$798.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C651.jpg,visible
C90,C649,simple,Citavo Grd. Coffee 96 x 2.5 oz.,Citavo Grd. Coffee 96 x 2.5 oz.,Pantry,Miscellaneous,Pantry>Miscellaneous,$320.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C649.jpg,visible
C90,C639,simple,Folgers Instant Reg. Coffee 6 x 8 oz,Folgers Instant Reg. Coffee 6 x 8 oz,Pantry,Miscellaneous,Pantry>Miscellaneous,$140.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C639.jpg,visible
C90,C635,simple,Coconut Puree Local 16 x 32 oz,Coconut Puree Local 16 x 32 oz,Pantry,Miscellaneous,Pantry>Miscellaneous,"$1,584.00",Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C635.jpg,visible
C90,C632,simple,Risota Arborio Rice 4 x 5 kg,Risota Arborio Rice 4 x 5 kg,Pantry,Miscellaneous,Pantry>Miscellaneous,$395.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C632.jpg,visible
C90,C631,simple,Forbidden Black Rice 6 x 425 gm,Forbidden Black Rice 6 x 425 gm,Pantry,Miscellaneous,Pantry>Miscellaneous,$110.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C631.jpg,visible
C90,C630,simple,Rice 10 x 1.75 kg.,Rice 10 x 1.75 kg.,Pantry,Miscellaneous,Pantry>Miscellaneous,$66.50,Bale.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C630.jpg,visible
C05,C628,simple,Thick & Chunky Salsa 4 x 1 gal.,Thick & Chunky Salsa 4 x 1 gal.,Pantry,Sauces and Condiments,Pantry>Sauces and Condiments,$220.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C628.jpg,visible
C90,C614,simple,Passion Fruit Puree Local 16 x 32 oz,Passion Fruit Puree Local 16 x 32 oz,Pantry,Miscellaneous,Pantry>Miscellaneous,"$1,200.00",Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C614.jpg,visible
C90,C613,simple,"Premium (Bajan) Seasoning gal,","Premium (Bajan) Seasoning gal,",Pantry,Miscellaneous,Pantry>Miscellaneous,$57.50,Each,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C613.jpg,visible
C90,C612,simple,Premium (Bajan) Jerk Seasoning (gals),Premium (Bajan) Jerk Seasoning (gals),Pantry,Miscellaneous,Pantry>Miscellaneous,$57.50,Each,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C612.jpg,visible
C90,C611,simple,Gravy Browning 12 x 10 oz,Gravy Browning 12 x 10 oz,Pantry,Miscellaneous,Pantry>Miscellaneous,$76.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C611.jpg,visible
C85,C608,simple,Gaufrettes (Rolled Wafers) 6 x 280 ct,Gaufrettes (Rolled Wafers) 6 x 280 ct,Pantry,Snacks,Pantry>Snacks,$645.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C608.jpg,visible
C90,C607,simple,Sour Sop Puree Local 16 x 32 oz,Sour Sop Puree Local 16 x 32 oz,Pantry,Miscellaneous,Pantry>Miscellaneous,"$1,200.00",Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C607.jpg,visible
C80,C603,simple,Maldon Sea Salt 1.5 kg,Maldon Sea Salt 1.5 kg,Pantry,Baking Products,Pantry>Baking Products,$140.00,Each,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C603.jpg,visible
C77,C598,simple,Roland Fine Sea Salt 12 x 26.5oz,Roland Fine Sea Salt 12 x 26.5oz,Pantry,Roland,Pantry>Roland,$80.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C598.jpg,visible
C80,C597,simple,Iodized Salt 24 x 26 oz.,Iodized Salt 24 x 26 oz.,Pantry,Baking Products,Pantry>Baking Products,$90.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C597.jpg,visible
C80,C596,simple,Unsweetened Shredded Coconut 10 lbs,Unsweetened Shredded Coconut 10 lbs,Pantry,Baking Products,Pantry>Baking Products,$290.00,Box,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C596.jpg,visible
C80,C595,simple,Coarse Sea Salt 12 x 26,Coarse Sea Salt 12 x 26,Pantry,Baking Products,Pantry>Baking Products,$85.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C595.jpg,visible
C80,C594,simple,Fondant 50 lb.,Fondant 50 lb.,Pantry,Baking Products,Pantry>Baking Products,$230.00,Pail.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C594.jpg,visible
C80,C590,simple,Plain Gelatine 12 x 1 lb (Knox),Plain Gelatine 12 x 1 lb (Knox),Pantry,Baking Products,Pantry>Baking Products,$460.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C590.jpg,visible
C80,C588,simple,Hershey Cocoa 6 x 5 lb.,Hershey Cocoa 6 x 5 lb.,Pantry,Baking Products,Pantry>Baking Products,$670.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C588.jpg,visible
C80,C587,simple,Baking Soda 12 x 16 oz.,Baking Soda 12 x 16 oz.,Pantry,Baking Products,Pantry>Baking Products,$115.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C587.jpg,visible
C80,C586,simple,Sysco Baking Powder 6 x 5 lb,Sysco Baking Powder 6 x 5 lb,Pantry,Baking Products,Pantry>Baking Products,$310.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C586.jpg,visible
C77,C585,simple,Roland Classic Coconut Milk 24 x 13.5 oz,Roland Classic Coconut Milk 24 x 13.5 oz,Pantry,Roland,Pantry>Roland,$185.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C585.jpg,visible
C80,C583,simple,Shredded Coconut 5 x 2 lb,Shredded Coconut 5 x 2 lb,Pantry,Baking Products,Pantry>Baking Products,$140.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C583.webp,visible
C77,C5812,simple,Roland Grained Dijon Mustard 12 x 17.6 oz,Roland Grained Dijon Mustard 12 x 17.6 oz,Pantry,Roland,Pantry>Roland,$220.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5812.jpg,visible
C90,C5811,simple,Coconut Essence 5 oz,Coconut Essence 5 oz,Pantry,Miscellaneous,Pantry>Miscellaneous,$48.00,Each,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5811.jpg,visible
C80,C581,simple,Fleischmann's Yeast 20 x 1 lb,Fleischmann's Yeast 20 x 1 lb,Pantry,Baking Products,Pantry>Baking Products,$210.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C581.jpg,visible
C55,C5809,simple,Bluebird Pineapple Juice 24 x 11.5 oz,Bluebird Pineapple Juice 24 x 11.5 oz,Pantry,Canned / Bottled Juices,Pantry>Canned / Bottled Juices,$95.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5809.jpg,visible
C55,C5808,simple,Bluebird Grapefruit Juice 24 x 11.5 oz,Bluebird Grapefruit Juice 24 x 11.5 oz,Pantry,Canned / Bottled Juices,Pantry>Canned / Bottled Juices,$68.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5808.jpg,visible
C55,C5807,simple,Bluebird Orange Juice 24 x 11.5 oz,Bluebird Orange Juice 24 x 11.5 oz,Pantry,Canned / Bottled Juices,Pantry>Canned / Bottled Juices,$110.00,Case.,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5807.jpg,visible
C55,C5806,simple,Bluebird Apple Juice 24 x 11.5 oz,Bluebird Apple Juice 24 x 11.5 oz,Pantry,Canned / Bottled Juices,Pantry>Canned / Bottled Juices,$52.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5806.jpg,visible
C55,C5805,simple,Bluebird Cranberry Juice 24 x 11.5 oz,Bluebird Cranberry Juice 24 x 11.5 oz,Pantry,Canned / Bottled Juices,Pantry>Canned / Bottled Juices,$90.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5805.jpg,visible
C55,C5804,simple,Bluebird Cranberry Juice 8 x 48 oz,Bluebird Cranberry Juice 8 x 48 oz,Pantry,Canned / Bottled Juices,Pantry>Canned / Bottled Juices,$135.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5804.jpg,visible
C55,C5802,simple,Bluebird Grapefruit Juice 8 x 48 oz,Bluebird Grapefruit Juice 8 x 48 oz,Pantry,Canned / Bottled Juices,Pantry>Canned / Bottled Juices,$110.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5802.jpg,visible
C55,C5801,simple,Bluebird Orange Juice 8 x 48 oz,Bluebird Orange Juice 8 x 48 oz,Pantry,Canned / Bottled Juices,Pantry>Canned / Bottled Juices,$160.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5801.jpg,visible
C80,C580,simple,(SAF) Instant Yeast 20 x 1 lb,(SAF) Instant Yeast 20 x 1 lb,Pantry,Baking Products,Pantry>Baking Products,$295.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C580.jpg,visible
C77,C5799,simple,Roland Whole Grain Mustard 6 x 11 lb,Roland Whole Grain Mustard 6 x 11 lb,Pantry,Roland,Pantry>Roland,$455.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5799.jpg,visible
C15,C5797,simple,Smoked Olive Oil 3 x 8.5 oz,Smoked Olive Oil 3 x 8.5 oz,Pantry,Dressings & Oils,Pantry>Dressings & Oils,$325.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5797.jpg,visible
C77,C5779,simple,Roland CountryMix Pitted Olives 12 x 5.99 oz,Roland CountryMix Pitted Olives 12 x 5.99 oz,Pantry,Roland,Pantry>Roland,$125.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5779.jpg,visible
C77,C5778,simple,Roland Fusion Honey Garlic Sauce 2 x 9.7 lb,Roland Fusion Honey Garlic Sauce 2 x 9.7 lb,Pantry,Roland,Pantry>Roland,$110.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5778.jpg,visible
C77,C5775,simple,Roland Rogan Josh Curry Sauce 6 x 12.7 oz,Roland Rogan Josh Curry Sauce 6 x 12.7 oz,Pantry,Roland,Pantry>Roland,$75.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5775.jpg,visible
C77,C5774,simple,Roland Balsamic Vinegar 3.38 oz\100ml 12 yr,Roland Balsamic Vinegar 3.38 oz\100ml 12 yr,Pantry,Roland,Pantry>Roland,$185.00,Each,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5774.jpg,visible
C77,C5773,simple,Roland Pure Sesame Oil 24 x 12.56 oz,Roland Pure Sesame Oil 24 x 12.56 oz,Pantry,Roland,Pantry>Roland,$565.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5773.jpg,visible
C77,C5771,simple,Roland CountryMix Pitted Olives 12 x 10.2 oz,Roland CountryMix Pitted Olives 12 x 10.2 oz,Pantry,Roland,Pantry>Roland,$95.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5771.jpg,visible
C70,C577,simple,Melange Peppercorn  12 x 15 oz,Melange Peppercorn  12 x 15 oz,Pantry,"Spices, / Seasoning/ Herbs","Pantry>Spices, / Seasoning/ Herbs",$475.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C577.png,visible
C77,C5767,simple,Roland Satay Peanut Sauce 24 x 6.7 oz,Roland Satay Peanut Sauce 24 x 6.7 oz,Pantry,Roland,Pantry>Roland,$120.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5767.jpg,visible
C77,C5766,simple,Roland Mint Jelly 6 x 7.51 oz,Roland Mint Jelly 6 x 7.51 oz,Pantry,Roland,Pantry>Roland,$120.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5766.jpg,visible
C77,C5764,simple,Roland Spanish Pitted Queen Olives 12 x 3.75 oz,Roland Spanish Pitted Queen Olives 12 x 3.75 oz,Pantry,Roland,Pantry>Roland,$145.00,Case,https://hotelfoodsdev.wpengine.com/wp-content/uploads/2023/05/C5764.jpg,visible
